date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2015-04-13,128.37,128.57,126.61,126.85,36365123,-0.232,-0.20%,117.809,4637139170.09,196426
2015-04-10,125.95,127.21,125.26,127.10,40187953,0.502,0.43%,118.0411,5085188419.92,216626
2015-04-09,125.85,126.58,124.66,126.56,32483974,0.892,0.76%,117.5396,4082051490.95,172289
2015-04-08,125.85,126.40,124.97,125.60,37329243,-0.381,-0.33%,116.6481,4688967499.37,204876
2015-04-07,127.64,128.1218,125.98,126.01,35012268,-1.244,-1.05%,117.0288,4446310709.34,188291
2015-04-06,124.47,127.51,124.33,127.35,37193975,1.885,1.62%,118.2733,4714746022.88,197223
2015-04-02,125.03,125.56,124.19,125.32,32220131,0.994,0.86%,116.388,4023318800.77,174509
2015-04-01,124.82,125.12,123.10,124.25,40621437,-0.167,-0.14%,115.3943,5037700087.95,228399
2015-03-31,126.09,126.49,124.355,124.43,42090553,-1.802,-1.54%,115.5614,5268868486.59,204732
2015-03-30,124.05,126.40,124.00,126.37,47099670,2.898,2.53%,117.3632,5911961458.42,235580
2015-03-27,124.57,124.70,122.91,123.25,39546151,-0.919,-0.80%,114.4655,4888533403.32,218112
2015-03-26,122.76,124.88,122.60,124.24,47572869,0.799,0.70%,115.385,5902510906.51,268715
2015-03-25,126.54,126.82,123.38,123.38,51655177,-3.074,-2.61%,114.5863,6449066820.03,295190
2015-03-24,127.23,128.04,126.56,126.69,32842304,-0.483,-0.41%,117.6604,4178984356.69,179357
2015-03-23,127.12,127.85,126.52,127.21,37709674,1.217,1.04%,118.1433,4797626510.75,191468
2015-03-20,128.25,128.40,125.16,125.90,68695136,-1.481,-1.25%,116.9267,8747151707.12,223286
2015-03-19,128.75,129.2451,127.40,127.495,45809490,-0.906,-0.76%,118.408,5867844722.50,228974
2015-03-18,127.00,129.16,126.37,128.47,65270945,1.328,1.13%,119.3135,8348635826.16,302287
2015-03-17,125.90,127.32,125.65,127.04,51023104,1.941,1.67%,117.9854,6467183126.13,259805
2015-03-16,123.88,124.95,122.87,124.95,35874300,1.263,1.10%,116.0444,4457260986.23,196276
2015-03-13,124.40,125.3951,122.58,123.59,51827283,-0.799,-0.69%,114.7813,6413596522.39,279473
2015-03-12,122.31,124.90,121.63,124.45,48362719,2.052,1.81%,115.58,5993815104.71,252357
2015-03-11,124.75,124.77,122.11,122.24,68938974,-2.108,-1.82%,113.5275,8481136755.63,365375
